gene_id,gene_name,gene_type,unstranded,stranded_first,stranded_second,tpm_unstranded,fpkm_unstranded,fpkm_uq_unstranded
ENSG00000153363.13,LINC00467,lncRNA,951,486,465,10.0275,3.2452,3.4578
ENSG00000157306.14,ZFHX2-AS1,lncRNA,28,24,12,0.4021,0.1301,0.1387
ENSG00000161149.12,TUBA3FP,lncRNA,55,39,30,1.8972,0.614,0.6542
ENSG00000162888.4,C1orf147,lncRNA,4,47,43,0.1397,0.0452,0.0482
ENSG00000162913.10,OBSCN-AS1,lncRNA,27,10,20,0.5117,0.1656,0.1765
ENSG00000162947.5,LINC01931,lncRNA,5,3,2,0.1504,0.0487,0.0519
ENSG00000163081.4,CCDC140,lncRNA,39,29,11,1.4776,0.4782,0.5095
ENSG00000163364.10,LINC01116,lncRNA,710,349,377,24.445,7.9111,8.4294
ENSG00000163597.15,SNHG16,lncRNA,551,1013,1002,7.519,2.4333,2.5928
ENSG00000163915.7,IGF2BP2-AS1,lncRNA,1,1,1,0.0214,0.0069,0.0074
ENSG00000164385.9,LINC01600,lncRNA,37,25,17,0.8714,0.282,0.3005
ENSG00000164621.5,SMAD5-AS1,lncRNA,0,6,10,0.0,0.0,0.0
ENSG00000165511.6,ZNF22-AS1,lncRNA,191,93,100,4.5421,1.47,1.5663
ENSG00000166770.11,ZNF667-AS1,lncRNA,908,610,616,5.4612,1.7674,1.8832
ENSG00000166917.11,MIR202HG,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000167046.4,AL357033.1,lncRNA,0,1,0,0.0,0.0,0.0
ENSG00000167459.17,LINC00905,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000167912.6,AC090152.1,lncRNA,17,12,7,0.3211,0.1039,0.1107
ENSG00000167920.10,TMEM99,lncRNA,591,312,319,14.1695,4.5857,4.8861
ENSG00000168367.11,LINC00917,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000168746.8,LINC01620,lncRNA,0,0,1,0.0,0.0,0.0
ENSG00000170161.7,AL512625.1,lncRNA,55,39,34,1.4709,0.476,0.5072
ENSG00000170919.16,TPT1-AS1,lncRNA,335,422,395,1.6913,0.5474,0.5832
ENSG00000170983.4,LINC00208,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000171671.6,SHANK2-AS3,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000171889.5,MIR31HG,lncRNA,6,8,3,0.156,0.0505,0.0538
ENSG00000171987.3,C11orf40,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000172460.17,PRSS30P,lncRNA,5,2,3,0.1152,0.0373,0.0397
ENSG00000172965.17,MIR4435-2HG,lncRNA,706,391,404,1.5097,0.4886,0.5206
ENSG00000173077.16,DELEC1,lncRNA,47,141,140,0.5173,0.1674,0.1784
ENSG00000173811.11,CCDC13-AS1,lncRNA,124,151,141,3.8297,1.2394,1.3206
ENSG00000173862.3,AC008080.1,lncRNA,3,1,2,0.2076,0.0672,0.0716
ENSG00000174171.6,AC020659.1,lncRNA,0,326,332,0.0,0.0,0.0
ENSG00000174325.6,DIRC1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000174365.20,SNHG11,lncRNA,479,226,253,7.7484,2.5076,2.6719
ENSG00000174403.16,MIR1-1HG-AS1,lncRNA,10,7,3,0.2155,0.0697,0.0743
ENSG00000174407.13,MIR1-1HG,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000174680.10,GRIK1-AS1,lncRNA,63,28,35,1.0014,0.3241,0.3453
ENSG00000175061.18,SNHG29,lncRNA,4877,5461,5336,49.7468,16.0995,17.1543
ENSG00000175147.13,TMEM51-AS1,lncRNA,43,993,982,0.2629,0.0851,0.0907
ENSG00000175170.16,FAM182B,lncRNA,546,289,260,5.8464,1.892,2.016
ENSG00000175604.2,AC007601.1,lncRNA,3,1,2,0.1112,0.036,0.0384
ENSG00000175611.12,LINC00476,lncRNA,213,124,122,2.3459,0.7592,0.809
ENSG00000175728.4,LINC02873,lncRNA,1,0,1,0.0206,0.0067,0.0071
ENSG00000175746.6,C15orf54,lncRNA,3,1,2,0.0713,0.0231,0.0246
ENSG00000175772.11,LINC01106,lncRNA,3,2,1,0.0718,0.0232,0.0248
ENSG00000175773.13,ZBTB44-DT,lncRNA,17,7,12,0.4735,0.1532,0.1633
ENSG00000175779.4,LINC02694,lncRNA,4,1,3,0.0346,0.0112,0.0119
ENSG00000175967.4,LINC02880,lncRNA,4,2,2,0.1295,0.0419,0.0447
ENSG00000176124.15,DLEU1,lncRNA,186,123,123,0.5664,0.1833,0.1953
ENSG00000176236.6,RPP38-DT,lncRNA,19,12,10,0.8114,0.2626,0.2798
ENSG00000176320.2,AL138899.1,lncRNA,1,1,0,0.0366,0.0119,0.0126
ENSG00000176349.11,AC104129.1,lncRNA,0,2,2,0.0,0.0,0.0
ENSG00000176515.1,AL033381.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000176593.8,AC008969.1,lncRNA,164,86,108,1.3088,0.4236,0.4513
ENSG00000176605.9,C14orf177,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000176659.9,C20orf197,lncRNA,41,20,21,0.884,0.2861,0.3048
ENSG00000176728.10,TTTY14,lncRNA,149,77,72,0.4883,0.158,0.1684
ENSG00000176753.5,C15orf56,lncRNA,0,1,0,0.0,0.0,0.0
ENSG00000176754.13,LINC00303,lncRNA,16,9,7,0.5894,0.1907,0.2032
ENSG00000176840.12,MIR7-3HG,lncRNA,121,60,61,3.5343,1.1438,1.2187
ENSG00000176868.2,AL358781.1,lncRNA,0,2949,3133,0.0,0.0,0.0
ENSG00000176912.5,TYMSOS,lncRNA,48,120,139,1.3608,0.4404,0.4692
ENSG00000176984.6,AP000679.1,lncRNA,4,2,3,0.1407,0.0455,0.0485
ENSG00000177112.8,IRAG1-AS1,lncRNA,23,36,39,1.1848,0.3834,0.4085
ENSG00000177133.11,PRDM16-DT,lncRNA,47,18,31,0.6143,0.1988,0.2118
ENSG00000177234.7,LINC01561,lncRNA,176,100,76,5.9204,1.916,2.0415
ENSG00000177335.11,C8orf31,lncRNA,175,95,81,3.1342,1.0143,1.0808
ENSG00000177337.8,DLGAP1-AS1,lncRNA,248,128,120,8.5789,2.7764,2.9583
ENSG00000177338.14,LINC00469,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000177340.5,FLJ13224,lncRNA,1,1,1,0.0483,0.0156,0.0167
ENSG00000177369.9,FLJ40194,lncRNA,18,302,373,0.2356,0.0763,0.0812
ENSG00000177406.5,NINJ2-AS1,lncRNA,159,100,94,2.6718,0.8647,0.9213
ENSG00000177410.13,ZFAS1,lncRNA,490,251,273,4.3135,1.396,1.4874
ENSG00000177553.6,C1orf167-AS1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000177596.1,AL355390.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000177640.16,CASC2,lncRNA,753,390,367,3.6814,1.1914,1.2695
ENSG00000177699.4,AC011944.1,lncRNA,1,9,17,0.0385,0.0125,0.0133
ENSG00000177725.5,AC105206.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000177738.4,AC025171.1,lncRNA,444,272,272,7.5388,2.4398,2.5996
ENSG00000177757.2,FAM87B,lncRNA,21,13,9,0.7895,0.2555,0.2722
ENSG00000177788.6,AL162595.1,lncRNA,479,223,264,4.2774,1.3843,1.475
ENSG00000177800.2,TMEM78,lncRNA,1,0,1,0.0337,0.0109,0.0116
ENSG00000177822.8,TENM3-AS1,lncRNA,5,3,2,0.0595,0.0193,0.0205
ENSG00000177993.3,ZNRF3-AS1,lncRNA,5,2,4,0.1687,0.0546,0.0582
ENSG00000178107.2,AL161668.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178130.9,FAM27E5,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178243.4,C9orf62,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178248.11,FAM230I,lncRNA,46,25,21,2.1338,0.6905,0.7358
ENSG00000178412.4,AC068473.1,lncRNA,0,1,0,0.0,0.0,0.0
ENSG00000178457.3,LINC00314,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178722.13,C5orf64,lncRNA,93,52,44,0.3065,0.0992,0.1057
ENSG00000178734.5,LMO7DN,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178803.12,ADORA2A-AS1,lncRNA,17,32,37,0.3087,0.0999,0.1064
ENSG00000178977.3,LINC00324,lncRNA,66,32,35,2.3204,0.7509,0.8001
ENSG00000179028.4,AC245177.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179066.8,AC020907.1,lncRNA,2,1,1,0.0472,0.0153,0.0163
ENSG00000179082.3,C9orf106,lncRNA,4,3,1,0.0931,0.0301,0.0321
ENSG00000179136.7,LINC00670,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179141.9,MTUS2-AS1,lncRNA,2,2,1,0.057,0.0185,0.0197
ENSG00000179219.5,LINC00311,lncRNA,4,2,2,0.187,0.0605,0.0645
ENSG00000179253.3,AL162457.1,lncRNA,1,2,0,0.0366,0.0118,0.0126
ENSG00000179406.8,LINC00174,lncRNA,447,232,215,2.8129,0.9103,0.97
ENSG00000179428.2,IL6-AS1,lncRNA,10,17,10,0.5366,0.1737,0.185
ENSG00000179447.2,SLC24A3-AS1,lncRNA,5,3,2,0.2046,0.0662,0.0705
ENSG00000179452.2,LINC01699,lncRNA,1,1,0,0.2826,0.0915,0.0975
ENSG00000179523.5,EIF3J-DT,lncRNA,298,189,163,6.3171,2.0444,2.1783
ENSG00000179577.3,AP003471.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179676.7,LINC00305,lncRNA,1,1,0,0.0255,0.0082,0.0088
ENSG00000179743.4,FLJ37453,lncRNA,295,154,162,8.7316,2.8258,3.0109
ENSG00000179755.3,AC135776.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179818.14,PCBP1-AS1,lncRNA,680,5769,5612,1.6263,0.5263,0.5608
ENSG00000179840.5,PIK3CD-AS1,lncRNA,10,5,6,0.4015,0.1299,0.1385
ENSG00000179935.10,LINC00652,lncRNA,251,130,137,4.4442,1.4383,1.5325
ENSG00000180066.10,LINC02870,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000180139.11,ACTA2-AS1,lncRNA,12,596,549,0.276,0.0893,0.0952
ENSG00000180259.10,PRNT,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000180422.3,LINC00304,lncRNA,6,5,1,0.1109,0.0359,0.0382
ENSG00000180458.2,AC022148.1,lncRNA,2,6,5,0.0448,0.0145,0.0155
ENSG00000180525.13,PRR26,lncRNA,4,2,3,0.0317,0.0102,0.0109
ENSG00000180539.8,C9orf139,lncRNA,25,21,18,0.3667,0.1187,0.1265
ENSG00000180712.4,LINC02363,lncRNA,15,6,10,0.4043,0.1308,0.1394
ENSG00000180769.10,WDFY3-AS2,lncRNA,427,209,224,3.3403,1.081,1.1518
ENSG00000180846.8,CSNK1G2-AS1,lncRNA,0,0,1,0.0,0.0,0.0
ENSG00000180861.9,LINC01559,lncRNA,1,1,1,0.0185,0.006,0.0064
ENSG00000180869.4,LINC01555,lncRNA,4,3,1,0.1015,0.0329,0.035
ENSG00000181097.5,LINC02878,lncRNA,28,10,18,1.0441,0.3379,0.36
ENSG00000181123.8,AC004832.1,lncRNA,2,2,2,0.0604,0.0196,0.0208
ENSG00000181171.5,FER1L6-AS1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000181211.1,HECW1-IT1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000181577.16,C6orf223,lncRNA,5,6,9,0.0657,0.0213,0.0227
ENSG00000181798.3,LINC00471,lncRNA,22,15,8,1.2265,0.3969,0.4229
ENSG00000181800.6,CELF2-AS1,lncRNA,6,2,4,0.1779,0.0576,0.0613
ENSG00000181908.5,LINC02724,lncRNA,372,191,181,11.6365,3.7659,4.0126
ENSG00000182057.5,OGFRP1,lncRNA,29,14,15,0.3559,0.1152,0.1227
ENSG00000182165.18,TP53TG1,lncRNA,345,574,517,4.3013,1.392,1.4832
ENSG00000182257.8,PRR34,lncRNA,48,57,59,1.2472,0.4036,0.4301
ENSG00000182352.8,C17orf77,lncRNA,2,1,2,0.0527,0.0171,0.0182
ENSG00000182366.10,FAM87A,lncRNA,14,10,4,0.2013,0.0652,0.0694
ENSG00000182376.2,AC138028.1,lncRNA,4,1,3,0.1308,0.0423,0.0451
ENSG00000182586.9,LINC00334,lncRNA,25,400,376,0.7871,0.2547,0.2714
ENSG00000182648.13,LINC01006,lncRNA,284,144,143,1.5008,0.4857,0.5175
ENSG00000182776.4,AC239585.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000182824.7,FAM230E,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000182873.5,PRKCZ-AS1,lncRNA,127,62,78,5.361,1.735,1.8487
ENSG00000182912.6,TSPEAR-AS2,lncRNA,0,1,1,0.0,0.0,0.0
ENSG00000183146.4,PRORY,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183154.1,AC138356.1,lncRNA,44,70,55,1.544,0.4997,0.5324
ENSG00000183242.12,WT1-AS,lncRNA,1,1,0,0.0132,0.0043,0.0045
ENSG00000183250.12,LINC01547,lncRNA,394,184,212,5.8309,1.8871,2.0107
ENSG00000183308.6,AC005037.1,lncRNA,0,43,37,0.0,0.0,0.0
ENSG00000183385.9,TTTY8,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183470.9,FLJ40288,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183535.9,COL18A1-AS1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183562.3,AC131971.1,lncRNA,1,2,1,0.0494,0.016,0.017
ENSG00000183643.4,C15orf32,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183674.12,LINC00518,lncRNA,0,0,1,0.0,0.0,0.0
ENSG00000183784.7,DOCK8-AS1,lncRNA,12,12,4,0.2861,0.0926,0.0987
ENSG00000183822.3,NCF4-AS1,lncRNA,0,50,50,0.0,0.0,0.0
ENSG00000184029.9,DSCR4,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000184068.2,SREBF2-AS1,lncRNA,12,104,99,0.2939,0.0951,0.1013
ENSG00000184224.3,C11orf72,lncRNA,4,2,4,0.1203,0.0389,0.0415
ENSG00000184274.3,LINC00315,lncRNA,2,6,4,0.063,0.0204,0.0217
ENSG00000184385.2,UMODL1-AS1,lncRNA,4,1,5,0.1368,0.0443,0.0472
ENSG00000184441.4,AP001062.1,lncRNA,68,555,561,1.1432,0.37,0.3942
ENSG00000184566.3,AC132216.1,lncRNA,1,0,1,0.0632,0.0205,0.0218
ENSG00000184608.9,FAM167A-AS1,lncRNA,368,194,174,12.0955,3.9144,4.1709
ENSG00000184809.13,B3GALT5-AS1,lncRNA,712,399,413,6.7781,2.1936,2.3373
ENSG00000184856.7,LINC00308,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000184991.3,TTTY13,lncRNA,1,1,0,0.032,0.0104,0.0111
ENSG00000185065.6,AC000068.1,lncRNA,58,43,53,2.0245,0.6552,0.6981
ENSG00000185168.5,LINC00482,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185186.10,LINC00313,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185203.12,WASIR1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185203.12_PAR_Y,WASIR1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185332.8,TMEM105,lncRNA,4,3,1,0.0772,0.025,0.0266
ENSG00000185433.10,LINC00158,lncRNA,17,6,11,0.3013,0.0975,0.1039
ENSG00000185594.7,SPATA8,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185700.10,TTTY8B,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185837.3,HDHD5-AS1,lncRNA,9,11,15,1.044,0.3379,0.36
ENSG00000185847.8,LINC01405,lncRNA,0,1,0,0.0,0.0,0.0
ENSG00000185904.12,LINC00839,lncRNA,15,9,6,0.1304,0.0422,0.0449
ENSG00000186019.11,AC021092.1,lncRNA,30,250,239,0.3671,0.1188,0.1266
ENSG00000186056.10,MATN1-AS1,lncRNA,16,10,13,0.291,0.0942,0.1004
ENSG00000186235.11,LINC02610,lncRNA,139,79,66,2.6359,0.853,0.9089
ENSG00000186594.14,MIR22HG,lncRNA,503,252,252,12.3303,3.9904,4.2519
ENSG00000186615.11,KTN1-AS1,lncRNA,84,41,50,0.7579,0.2453,0.2613
ENSG00000186960.12,LINC01551,lncRNA,92,54,40,0.6264,0.2027,0.216
ENSG00000187012.11,LINC00207,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000187013.4,LINC02875,lncRNA,10,5,5,0.4784,0.1548,0.165
ENSG00000187185.4,AC092118.1,lncRNA,3,7,4,0.1039,0.0336,0.0358
ENSG00000187229.3,AC100800.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000187600.14,LINC02583,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000187621.15,TCL6,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000187904.3,AC097382.1,lncRNA,1,0,1,0.1239,0.0401,0.0427
ENSG00000187951.11,AC091057.1,lncRNA,74,36,38,0.9609,0.311,0.3314
ENSG00000187979.4,FAM230D,lncRNA,2,0,2,0.0787,0.0255,0.0272
ENSG00000188004.11,SNHG28,lncRNA,1,0,1,0.0129,0.0042,0.0045
ENSG00000188185.13,LINC00265,lncRNA,367,174,193,3.6704,1.1878,1.2657
ENSG00000188242.4,PP7080,lncRNA,2,1,1,0.0529,0.0171,0.0183
ENSG00000188280.11,FAM230G,lncRNA,0,1,0,0.0,0.0,0.0
ENSG00000188365.3,AC092171.1,lncRNA,7,4,3,0.6805,0.2202,0.2346
ENSG00000188511.12,C22orf34,lncRNA,95,45,50,1.0273,0.3325,0.3542
ENSG00000188525.4,AC010969.1,lncRNA,0,16,22,0.0,0.0,0.0
ENSG00000188660.4,LINC00319,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000188693.8,CYP51A1-AS1,lncRNA,34,32,32,0.7172,0.2321,0.2473
ENSG00000188825.14,LINC00910,lncRNA,161,71,92,1.0817,0.3501,0.373
ENSG00000189196.4,LINC00994,lncRNA,1,0,1,0.0344,0.0111,0.0119
ENSG00000189223.15,PAX8-AS1,lncRNA,478,266,255,1.5828,0.5122,0.5458
ENSG00000189229.11,AC069277.1,lncRNA,19,11,8,0.2182,0.0706,0.0752
ENSG00000189238.6,LINC00943,lncRNA,8,12,9,0.0656,0.0212,0.0226
ENSG00000189275.4,LINC01164,lncRNA,3,2,1,0.0609,0.0197,0.021
ENSG00000189295.13,ANKRD62P1-PARP4P3,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000189316.3,AC073349.1,lncRNA,1,40,36,0.0689,0.0223,0.0238
ENSG00000189419.8,SPATA41,lncRNA,18,12,7,0.2278,0.0737,0.0786
ENSG00000196096.3,SPAG16-DT,lncRNA,17,8,9,0.7205,0.2332,0.2485
ENSG00000196166.5,C8orf86,lncRNA,3,1,2,0.0795,0.0257,0.0274
ENSG00000196167.10,COLCA1,lncRNA,154,136,128,1.2271,0.3971,0.4232
ENSG00000196204.12,RNF216P1,lncRNA,655,328,328,8.7045,2.817,3.0016
ENSG00000196243.5,LINC00615,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000196273.8,LINC00523,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000196295.12,GARS1-DT,lncRNA,822,484,513,1.9563,0.6331,0.6746
ENSG00000196366.3,C9orf163,lncRNA,33,18,18,0.9388,0.3038,0.3237
ENSG00000196566.2,AL138767.1,lncRNA,1,3,2,0.0984,0.0318,0.0339
ENSG00000196634.3,LUADT1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000196668.4,LINC00173,lncRNA,63,39,26,1.7689,0.5725,0.61
ENSG00000196696.13,PDXDC2P-NPIPB14P,lncRNA,37,14,23,0.4352,0.1408,0.1501
ENSG00000196741.5,LINC01560,lncRNA,159,87,72,9.2884,3.006,3.2029
ENSG00000196756.13,SNHG17,lncRNA,898,453,449,5.5591,1.7991,1.917
ENSG00000196758.3,AC079612.1,lncRNA,9,7,2,0.178,0.0576,0.0614
ENSG00000196810.5,CTBP1-DT,lncRNA,1174,618,602,10.989,3.5563,3.7893
ENSG00000196893.3,AC090286.1,lncRNA,0,0,1,0.0,0.0,0.0
ENSG00000196951.11,SCOC-AS1,lncRNA,97,41,58,0.8301,0.2687,0.2863
ENSG00000196979.1,GPRACR,lncRNA,7,2,5,0.1573,0.0509,0.0542
ENSG00000197085.11,NPSR1-AS1,lncRNA,36,16,20,0.3708,0.12,0.1279
ENSG00000197099.8,AC068631.1,lncRNA,0,10,5,0.0,0.0,0.0
ENSG00000197176.7,LINC02291,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197180.2,CH17-340M24.3,lncRNA,308,160,150,37.7003,12.2009,13.0003
ENSG00000197182.14,MIRLET7BHG,lncRNA,54,27,28,0.6901,0.2233,0.238
ENSG00000197210.7,AP000550.1,lncRNA,0,2,1,0.0,0.0,0.0
ENSG00000197251.3,LINC00336,lncRNA,0,1,0,0.0,0.0,0.0
ENSG00000197291.9,RAMP2-AS1,lncRNA,253,184,157,4.4431,1.4379,1.5321
ENSG00000197301.7,HMGA2-AS1,lncRNA,3,2,1,0.0364,0.0118,0.0126
ENSG00000197308.9,GATA3-AS1,lncRNA,0,1,0,0.0,0.0,0.0
ENSG00000197322.4,C17orf102,lncRNA,20,12,9,0.3663,0.1185,0.1263
ENSG00000197332.9,AC008543.1,lncRNA,13,6,7,0.2723,0.0881,0.0939
ENSG00000197462.3,AC003975.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197503.4,LINC00477,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197536.11,IRF1-AS1,lncRNA,231,341,317,1.7381,0.5625,0.5994
ENSG00000197568.14,HHLA3,lncRNA,1161,554,609,69.5434,22.5062,23.9808
ENSG00000197585.10,AC068051.1,lncRNA,3,0,3,0.1706,0.0552,0.0588
ENSG00000197595.4,ATP11AUN,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197644.2,AC106870.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197665.7,AC007952.1,lncRNA,0,3,1,0.0,0.0,0.0
ENSG00000197670.6,AL157838.1,lncRNA,9,70,46,0.2633,0.0852,0.0908
ENSG00000197734.10,C14orf178,lncRNA,5,38,36,0.5228,0.1692,0.1803
ENSG00000197813.6,AC011450.1,lncRNA,7,136,147,0.7247,0.2345,0.2499
ENSG00000197815.4,AC122129.1,lncRNA,33,16,17,1.3309,0.4307,0.4589
ENSG00000197880.9,MDS2,lncRNA,2,1,1,0.0683,0.0221,0.0236
ENSG00000197934.8,CYYR1-AS1,lncRNA,21,9,13,0.414,0.134,0.1428
ENSG00000197989.14,SNHG12,lncRNA,231,119,113,3.9636,1.2827,1.3668
ENSG00000198054.12,DSCR8,lncRNA,1,0,1,0.0881,0.0285,0.0304
ENSG00000198106.8,AC025279.1,lncRNA,6,3,3,0.0912,0.0295,0.0314
ENSG00000198221.10,AFDN-DT,lncRNA,37,34,28,0.6509,0.2106,0.2244
ENSG00000198358.4,AL354714.1,lncRNA,4,6,7,0.1371,0.0444,0.0473
ENSG00000198454.2,LINC02692,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000198468.9,FLVCR1-DT,lncRNA,339,169,175,5.8112,1.8807,2.0039
ENSG00000198491.3,AC007920.1,lncRNA,2,47,47,0.0547,0.0177,0.0189
ENSG00000198496.12,NBR2,lncRNA,584,322,262,14.0247,4.5388,4.8362
ENSG00000198590.12,C3orf35,lncRNA,20,8,12,0.1633,0.0529,0.0563
ENSG00000198671.3,AC135895.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000198685.4,LINC01565,lncRNA,1,1,0,0.0271,0.0088,0.0094
ENSG00000198711.5,SSBP3-AS1,lncRNA,21,11,10,0.5858,0.1896,0.202
ENSG00000203258.3,AC013549.1,lncRNA,1,1,0,0.1293,0.0419,0.0446
