gene_id,gene_name,gene_type,unstranded,stranded_first,stranded_second,tpm_unstranded,fpkm_unstranded,fpkm_uq_unstranded
ENSG00000163081.4,CCDC140,lncRNA,1,0,1,0.0502,0.013,0.0121
ENSG00000163364.10,LINC01116,lncRNA,15,7,8,0.6842,0.1766,0.1649
ENSG00000163597.15,SNHG16,lncRNA,1141,1571,1450,20.6274,5.3231,4.9726
ENSG00000163915.7,IGF2BP2-AS1,lncRNA,1,1,0,0.0284,0.0073,0.0068
ENSG00000164385.9,LINC01600,lncRNA,15,7,8,0.468,0.1208,0.1128
ENSG00000164621.5,SMAD5-AS1,lncRNA,1,5,6,0.0534,0.0138,0.0129
ENSG00000165511.6,ZNF22-AS1,lncRNA,233,105,132,7.3407,1.8943,1.7696
ENSG00000166770.11,ZNF667-AS1,lncRNA,1606,1026,1057,12.7968,3.3023,3.0849
ENSG00000166917.11,MIR202HG,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000167046.4,AL357033.1,lncRNA,1,1,0,0.0502,0.0129,0.0121
ENSG00000167459.17,LINC00905,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000167912.6,AC090152.1,lncRNA,107,73,45,2.6777,0.691,0.6455
ENSG00000167920.10,TMEM99,lncRNA,437,256,210,13.8804,3.5819,3.3461
ENSG00000168367.11,LINC00917,lncRNA,14,7,8,0.2308,0.0596,0.0556
ENSG00000168746.8,LINC01620,lncRNA,1,1,0,0.0564,0.0146,0.0136
ENSG00000170161.7,AL512625.1,lncRNA,42,33,36,1.4881,0.384,0.3587
ENSG00000170919.16,TPT1-AS1,lncRNA,797,570,530,5.3309,1.3757,1.2851
ENSG00000170983.4,LINC00208,lncRNA,0,0,1,0.0,0.0,0.0
ENSG00000171671.6,SHANK2-AS3,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000171889.5,MIR31HG,lncRNA,5,3,4,0.1722,0.0444,0.0415
ENSG00000171987.3,C11orf40,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000172460.17,PRSS30P,lncRNA,11,5,6,0.3358,0.0866,0.0809
ENSG00000172965.17,MIR4435-2HG,lncRNA,1415,859,850,4.0085,1.0344,0.9663
ENSG00000173077.16,DELEC1,lncRNA,33,369,338,0.4812,0.1242,0.116
ENSG00000173811.11,CCDC13-AS1,lncRNA,27,27,13,1.1047,0.2851,0.2663
ENSG00000173862.3,AC008080.1,lncRNA,3,2,1,0.275,0.071,0.0663
ENSG00000174171.6,AC020659.1,lncRNA,0,261,259,0.0,0.0,0.0
ENSG00000174325.6,DIRC1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000174365.20,SNHG11,lncRNA,524,282,242,11.2295,2.8979,2.7071
ENSG00000174403.16,MIR1-1HG-AS1,lncRNA,120,59,62,3.4256,0.884,0.8258
ENSG00000174407.13,MIR1-1HG,lncRNA,4,4,0,0.3179,0.082,0.0766
ENSG00000174680.10,GRIK1-AS1,lncRNA,107,57,51,2.2532,0.5815,0.5432
ENSG00000175061.18,SNHG29,lncRNA,7733,7749,7551,104.4993,26.9668,25.1915
ENSG00000175147.13,TMEM51-AS1,lncRNA,126,983,1002,1.0205,0.2633,0.246
ENSG00000175170.16,FAM182B,lncRNA,226,110,116,3.2059,0.8273,0.7728
ENSG00000175604.2,AC007601.1,lncRNA,1,0,1,0.0491,0.0127,0.0118
ENSG00000175611.12,LINC00476,lncRNA,148,94,81,2.1595,0.5573,0.5206
ENSG00000175728.4,LINC02873,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000175746.6,C15orf54,lncRNA,3,1,2,0.0945,0.0244,0.0228
ENSG00000175772.11,LINC01106,lncRNA,5,1,4,0.1586,0.0409,0.0382
ENSG00000175773.13,ZBTB44-DT,lncRNA,2,2,1,0.0738,0.019,0.0178
ENSG00000175779.4,LINC02694,lncRNA,2,1,1,0.0229,0.0059,0.0055
ENSG00000175967.4,LINC02880,lncRNA,11,5,6,0.4718,0.1217,0.1137
ENSG00000176124.15,DLEU1,lncRNA,108,63,73,0.4357,0.1124,0.105
ENSG00000176236.6,RPP38-DT,lncRNA,16,9,17,0.9052,0.2336,0.2182
ENSG00000176320.2,AL138899.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000176349.11,AC104129.1,lncRNA,2,1,1,0.0407,0.0105,0.0098
ENSG00000176515.1,AL033381.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000176593.8,AC008969.1,lncRNA,1398,775,721,14.7806,3.8142,3.5631
ENSG00000176605.9,C14orf177,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000176659.9,C20orf197,lncRNA,15,10,5,0.4284,0.1106,0.1033
ENSG00000176728.10,TTTY14,lncRNA,248,121,127,1.0768,0.2779,0.2596
ENSG00000176753.5,C15orf56,lncRNA,2,1,1,0.0841,0.0217,0.0203
ENSG00000176754.13,LINC00303,lncRNA,6,2,5,0.2928,0.0756,0.0706
ENSG00000176840.12,MIR7-3HG,lncRNA,32,13,19,1.2383,0.3195,0.2985
ENSG00000176868.2,AL358781.1,lncRNA,0,2983,2996,0.0,0.0,0.0
ENSG00000176912.5,TYMSOS,lncRNA,82,291,290,3.0797,0.7947,0.7424
ENSG00000176984.6,AP000679.1,lncRNA,2,1,1,0.0932,0.0241,0.0225
ENSG00000177112.8,IRAG1-AS1,lncRNA,5,22,31,0.3412,0.0881,0.0823
ENSG00000177133.11,PRDM16-DT,lncRNA,155,74,81,2.6841,0.6926,0.647
ENSG00000177234.7,LINC01561,lncRNA,13,7,6,0.5793,0.1495,0.1397
ENSG00000177335.11,C8orf31,lncRNA,153,67,87,3.6302,0.9368,0.8751
ENSG00000177337.8,DLGAP1-AS1,lncRNA,314,150,164,14.39,3.7135,3.469
ENSG00000177338.14,LINC00469,lncRNA,0,1,1,0.0,0.0,0.0
ENSG00000177340.5,FLJ13224,lncRNA,2,6,5,0.1281,0.0331,0.0309
ENSG00000177369.9,FLJ40194,lncRNA,1,208,213,0.0173,0.0045,0.0042
ENSG00000177406.5,NINJ2-AS1,lncRNA,96,55,69,2.1371,0.5515,0.5152
ENSG00000177410.13,ZFAS1,lncRNA,702,351,384,8.187,2.1127,1.9736
ENSG00000177553.6,C1orf167-AS1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000177596.1,AL355390.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000177640.16,CASC2,lncRNA,80,39,45,0.5182,0.1337,0.1249
ENSG00000177699.4,AC011944.1,lncRNA,0,5,9,0.0,0.0,0.0
ENSG00000177725.5,AC105206.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000177738.4,AC025171.1,lncRNA,229,105,137,5.1512,1.3293,1.2418
ENSG00000177757.2,FAM87B,lncRNA,50,28,26,2.4903,0.6426,0.6003
ENSG00000177788.6,AL162595.1,lncRNA,741,379,381,8.7662,2.2622,2.1133
ENSG00000177800.2,TMEM78,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000177822.8,TENM3-AS1,lncRNA,306,165,162,4.8257,1.2453,1.1633
ENSG00000177993.3,ZNRF3-AS1,lncRNA,5,3,2,0.2234,0.0577,0.0539
ENSG00000178107.2,AL161668.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178130.9,FAM27E5,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178243.4,C9orf62,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178248.11,FAM230I,lncRNA,7,6,1,0.4302,0.111,0.1037
ENSG00000178412.4,AC068473.1,lncRNA,2,1,1,0.1746,0.045,0.0421
ENSG00000178457.3,LINC00314,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178722.13,C5orf64,lncRNA,71,42,29,0.31,0.08,0.0747
ENSG00000178734.5,LMO7DN,lncRNA,8,3,5,0.6648,0.1715,0.1603
ENSG00000178803.12,ADORA2A-AS1,lncRNA,14,22,27,0.3368,0.0869,0.0812
ENSG00000178977.3,LINC00324,lncRNA,131,71,61,6.1015,1.5745,1.4709
ENSG00000179028.4,AC245177.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179066.8,AC020907.1,lncRNA,0,6,3,0.0,0.0,0.0
ENSG00000179082.3,C9orf106,lncRNA,15,8,7,0.4625,0.1194,0.1115
ENSG00000179136.7,LINC00670,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179141.9,MTUS2-AS1,lncRNA,15,6,11,0.5666,0.1462,0.1366
ENSG00000179219.5,LINC00311,lncRNA,3,2,1,0.1858,0.0479,0.0448
ENSG00000179253.3,AL162457.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179406.8,LINC00174,lncRNA,521,254,267,4.3434,1.1208,1.0471
ENSG00000179428.2,IL6-AS1,lncRNA,1,4,3,0.0711,0.0183,0.0171
ENSG00000179447.2,SLC24A3-AS1,lncRNA,4,2,2,0.2168,0.056,0.0523
ENSG00000179452.2,LINC01699,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179523.5,EIF3J-DT,lncRNA,587,356,371,16.485,4.2541,3.974
ENSG00000179577.3,AP003471.1,lncRNA,1,0,1,0.0488,0.0126,0.0118
ENSG00000179676.7,LINC00305,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179743.4,FLJ37453,lncRNA,413,220,220,16.1947,4.1792,3.904
ENSG00000179755.3,AC135776.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179818.14,PCBP1-AS1,lncRNA,980,5484,5403,3.1051,0.8013,0.7486
ENSG00000179840.5,PIK3CD-AS1,lncRNA,3,1,2,0.1596,0.0412,0.0385
ENSG00000179935.10,LINC00652,lncRNA,80,52,38,1.8766,0.4843,0.4524
ENSG00000180066.10,LINC02870,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000180139.11,ACTA2-AS1,lncRNA,30,749,747,0.914,0.2359,0.2203
ENSG00000180259.10,PRNT,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000180422.3,LINC00304,lncRNA,11,5,6,0.2693,0.0695,0.0649
ENSG00000180458.2,AC022148.1,lncRNA,9,26,18,0.2671,0.0689,0.0644
ENSG00000180525.13,PRR26,lncRNA,45,17,29,0.4719,0.1218,0.1138
ENSG00000180539.8,C9orf139,lncRNA,41,33,36,0.7968,0.2056,0.1921
ENSG00000180712.4,LINC02363,lncRNA,19,11,8,0.6784,0.1751,0.1635
ENSG00000180769.10,WDFY3-AS2,lncRNA,765,392,395,7.9282,2.0459,1.9112
ENSG00000180846.8,CSNK1G2-AS1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000180861.9,LINC01559,lncRNA,1,0,1,0.0245,0.0063,0.0059
ENSG00000180869.4,LINC01555,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000181097.5,LINC02878,lncRNA,22,7,16,1.0868,0.2805,0.262
ENSG00000181123.8,AC004832.1,lncRNA,0,1,0,0.0,0.0,0.0
ENSG00000181171.5,FER1L6-AS1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000181211.1,HECW1-IT1,lncRNA,1,0,1,0.0527,0.0136,0.0127
ENSG00000181577.16,C6orf223,lncRNA,73,53,57,1.2707,0.3279,0.3063
ENSG00000181798.3,LINC00471,lncRNA,23,13,11,1.6987,0.4384,0.4095
ENSG00000181800.6,CELF2-AS1,lncRNA,34,17,18,1.3354,0.3446,0.3219
ENSG00000181908.5,LINC02724,lncRNA,149,72,77,6.1747,1.5934,1.4885
ENSG00000182057.5,OGFRP1,lncRNA,15,10,6,0.2439,0.0629,0.0588
ENSG00000182165.18,TP53TG1,lncRNA,95,136,150,1.5691,0.4049,0.3783
ENSG00000182257.8,PRR34,lncRNA,18,34,25,0.6196,0.1599,0.1494
ENSG00000182352.8,C17orf77,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000182366.10,FAM87A,lncRNA,29,10,19,0.5525,0.1426,0.1332
ENSG00000182376.2,AC138028.1,lncRNA,3,1,2,0.13,0.0335,0.0313
ENSG00000182586.9,LINC00334,lncRNA,10,228,217,0.4171,0.1076,0.1005
ENSG00000182648.13,LINC01006,lncRNA,202,107,99,1.4142,0.365,0.3409
ENSG00000182776.4,AC239585.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000182824.7,FAM230E,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000182873.5,PRKCZ-AS1,lncRNA,170,76,102,9.5071,2.4534,2.2919
ENSG00000182912.6,TSPEAR-AS2,lncRNA,5,4,2,0.1602,0.0413,0.0386
ENSG00000183146.4,PRORY,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183154.1,AC138356.1,lncRNA,18,51,53,0.8368,0.2159,0.2017
ENSG00000183242.12,WT1-AS,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183250.12,LINC01547,lncRNA,163,86,80,3.1958,0.8247,0.7704
ENSG00000183308.6,AC005037.1,lncRNA,0,51,54,0.0,0.0,0.0
ENSG00000183385.9,TTTY8,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183470.9,FLJ40288,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183535.9,COL18A1-AS1,lncRNA,1,0,1,0.0281,0.0072,0.0068
ENSG00000183562.3,AC131971.1,lncRNA,11,8,6,0.7198,0.1857,0.1735
ENSG00000183643.4,C15orf32,lncRNA,1,1,0,0.0543,0.014,0.0131
ENSG00000183674.12,LINC00518,lncRNA,1,1,0,0.0476,0.0123,0.0115
ENSG00000183784.7,DOCK8-AS1,lncRNA,3,6,2,0.0948,0.0245,0.0228
ENSG00000183822.3,NCF4-AS1,lncRNA,1,14,10,0.0796,0.0205,0.0192
ENSG00000184029.9,DSCR4,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000184068.2,SREBF2-AS1,lncRNA,30,184,224,0.9733,0.2512,0.2346
ENSG00000184224.3,C11orf72,lncRNA,2,0,2,0.0797,0.0206,0.0192
ENSG00000184274.3,LINC00315,lncRNA,0,2,4,0.0,0.0,0.0
ENSG00000184385.2,UMODL1-AS1,lncRNA,2,3,2,0.0906,0.0234,0.0218
ENSG00000184441.4,AP001062.1,lncRNA,74,307,368,1.6481,0.4253,0.3973
ENSG00000184566.3,AC132216.1,lncRNA,2,1,2,0.1675,0.0432,0.0404
ENSG00000184608.9,FAM167A-AS1,lncRNA,8,4,4,0.3484,0.0899,0.084
ENSG00000184809.13,B3GALT5-AS1,lncRNA,116,64,59,1.463,0.3775,0.3527
ENSG00000184856.7,LINC00308,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000184991.3,TTTY13,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185065.6,AC000068.1,lncRNA,52,41,41,2.4047,0.6205,0.5797
ENSG00000185168.5,LINC00482,lncRNA,3,1,2,0.1324,0.0342,0.0319
ENSG00000185186.10,LINC00313,lncRNA,5,4,3,0.144,0.0372,0.0347
ENSG00000185203.12,WASIR1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185203.12_PAR_Y,WASIR1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185332.8,TMEM105,lncRNA,4,0,4,0.1022,0.0264,0.0246
ENSG00000185433.10,LINC00158,lncRNA,9,5,4,0.2113,0.0545,0.0509
ENSG00000185594.7,SPATA8,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185700.10,TTTY8B,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185837.3,HDHD5-AS1,lncRNA,11,16,18,1.6905,0.4362,0.4075
ENSG00000185847.8,LINC01405,lncRNA,0,4,3,0.0,0.0,0.0
ENSG00000185904.12,LINC00839,lncRNA,615,305,310,7.0804,1.8271,1.7069
ENSG00000186019.11,AC021092.1,lncRNA,106,736,713,1.7183,0.4434,0.4142
ENSG00000186056.10,MATN1-AS1,lncRNA,38,27,34,0.9157,0.2363,0.2208
ENSG00000186235.11,LINC02610,lncRNA,19,9,10,0.4773,0.1232,0.1151
ENSG00000186594.14,MIR22HG,lncRNA,572,273,300,18.5761,4.7937,4.4781
ENSG00000186615.11,KTN1-AS1,lncRNA,105,54,66,1.255,0.3239,0.3025
ENSG00000186960.12,LINC01551,lncRNA,273,154,132,2.4624,0.6354,0.5936
ENSG00000187012.11,LINC00207,lncRNA,2,0,2,0.1382,0.0357,0.0333
ENSG00000187013.4,LINC02875,lncRNA,13,6,7,0.8239,0.2126,0.1986
ENSG00000187185.4,AC092118.1,lncRNA,1,7,5,0.0459,0.0118,0.0111
ENSG00000187229.3,AC100800.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000187600.14,LINC02583,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000187621.15,TCL6,lncRNA,7,5,4,0.0642,0.0166,0.0155
ENSG00000187904.3,AC097382.1,lncRNA,3,1,2,0.4922,0.127,0.1187
ENSG00000187951.11,AC091057.1,lncRNA,481,242,239,8.2746,2.1353,1.9947
ENSG00000187979.4,FAM230D,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000188004.11,SNHG28,lncRNA,1,2,0,0.0171,0.0044,0.0041
ENSG00000188185.13,LINC00265,lncRNA,594,278,316,7.8701,2.0309,1.8972
ENSG00000188242.4,PP7080,lncRNA,9,1,8,0.3155,0.0814,0.0761
ENSG00000188280.11,FAM230G,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000188365.3,AC092171.1,lncRNA,26,12,15,3.3483,0.8641,0.8072
ENSG00000188511.12,C22orf34,lncRNA,45,27,18,0.6447,0.1664,0.1554
ENSG00000188525.4,AC010969.1,lncRNA,0,10,6,0.0,0.0,0.0
ENSG00000188660.4,LINC00319,lncRNA,1,2,1,0.0226,0.0058,0.0055
ENSG00000188693.8,CYP51A1-AS1,lncRNA,11,15,17,0.3074,0.0793,0.0741
ENSG00000188825.14,LINC00910,lncRNA,87,44,44,0.7744,0.1998,0.1867
ENSG00000189196.4,LINC00994,lncRNA,5,5,0,0.2277,0.0588,0.0549
ENSG00000189223.15,PAX8-AS1,lncRNA,154,82,82,0.6756,0.1743,0.1629
ENSG00000189229.11,AC069277.1,lncRNA,1,0,1,0.0152,0.0039,0.0037
ENSG00000189238.6,LINC00943,lncRNA,62,132,138,0.6735,0.1738,0.1624
ENSG00000189275.4,LINC01164,lncRNA,9,8,1,0.2419,0.0624,0.0583
ENSG00000189295.13,ANKRD62P1-PARP4P3,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000189316.3,AC073349.1,lncRNA,6,24,18,0.5479,0.1414,0.1321
ENSG00000189419.8,SPATA41,lncRNA,13,4,9,0.218,0.0563,0.0526
ENSG00000196096.3,SPAG16-DT,lncRNA,3,1,2,0.1685,0.0435,0.0406
ENSG00000196166.5,C8orf86,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000196167.10,COLCA1,lncRNA,97,57,93,1.024,0.2642,0.2468
ENSG00000196204.12,RNF216P1,lncRNA,664,332,338,11.6902,3.0167,2.8181
ENSG00000196243.5,LINC00615,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000196273.8,LINC00523,lncRNA,1,4,0,0.0289,0.0075,0.007
ENSG00000196295.12,GARS1-DT,lncRNA,1887,1156,1045,5.9496,1.5353,1.4343
ENSG00000196366.3,C9orf163,lncRNA,11,14,9,0.4146,0.107,0.0999
ENSG00000196566.2,AL138767.1,lncRNA,0,20,10,0.0,0.0,0.0
ENSG00000196634.3,LUADT1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000196668.4,LINC00173,lncRNA,185,96,89,6.8814,1.7758,1.6589
ENSG00000196696.13,PDXDC2P-NPIPB14P,lncRNA,173,75,98,2.6958,0.6957,0.6499
ENSG00000196741.5,LINC01560,lncRNA,363,185,178,28.0933,7.2497,6.7724
ENSG00000196756.13,SNHG17,lncRNA,848,422,426,6.9547,1.7947,1.6766
ENSG00000196758.3,AC079612.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000196810.5,CTBP1-DT,lncRNA,764,419,411,9.474,2.4448,2.2839
ENSG00000196893.3,AC090286.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000196951.11,SCOC-AS1,lncRNA,55,30,25,0.6236,0.1609,0.1503
ENSG00000196979.1,GPRACR,lncRNA,10,8,3,0.2976,0.0768,0.0718
ENSG00000197085.11,NPSR1-AS1,lncRNA,9,4,5,0.1228,0.0317,0.0296
ENSG00000197099.8,AC068631.1,lncRNA,17,36,35,0.1485,0.0383,0.0358
ENSG00000197176.7,LINC02291,lncRNA,1,1,0,0.05,0.0129,0.0121
ENSG00000197180.2,CH17-340M24.3,lncRNA,89,45,44,14.4323,3.7244,3.4792
ENSG00000197182.14,MIRLET7BHG,lncRNA,281,157,124,4.7572,1.2276,1.1468
ENSG00000197210.7,AP000550.1,lncRNA,2,2,1,0.0401,0.0104,0.0097
ENSG00000197251.3,LINC00336,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197291.9,RAMP2-AS1,lncRNA,413,274,252,9.6088,2.4796,2.3164
ENSG00000197301.7,HMGA2-AS1,lncRNA,9,7,3,0.1447,0.0373,0.0349
ENSG00000197308.9,GATA3-AS1,lncRNA,6,2,6,0.2453,0.0633,0.0591
ENSG00000197322.4,C17orf102,lncRNA,60,30,30,1.4557,0.3756,0.3509
ENSG00000197332.9,AC008543.1,lncRNA,25,10,15,0.6937,0.179,0.1672
ENSG00000197462.3,AC003975.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197503.4,LINC00477,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197536.11,IRF1-AS1,lncRNA,183,178,171,1.8242,0.4708,0.4398
ENSG00000197568.14,HHLA3,lncRNA,432,223,209,34.2815,8.8466,8.2642
ENSG00000197585.10,AC068051.1,lncRNA,5,2,3,0.3767,0.0972,0.0908
ENSG00000197595.4,ATP11AUN,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197644.2,AC106870.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197665.7,AC007952.1,lncRNA,0,0,1,0.0,0.0,0.0
ENSG00000197670.6,AL157838.1,lncRNA,21,37,47,0.8139,0.21,0.1962
ENSG00000197734.10,C14orf178,lncRNA,0,55,65,0.0,0.0,0.0
ENSG00000197813.6,AC011450.1,lncRNA,13,52,53,1.7831,0.4601,0.4298
ENSG00000197815.4,AC122129.1,lncRNA,126,63,63,6.732,1.7372,1.6229
ENSG00000197880.9,MDS2,lncRNA,2,2,1,0.0905,0.0234,0.0218
ENSG00000197934.8,CYYR1-AS1,lncRNA,6,5,2,0.1567,0.0404,0.0378
ENSG00000197989.14,SNHG12,lncRNA,1032,519,526,23.4588,6.0537,5.6552
ENSG00000198054.12,DSCR8,lncRNA,1,0,1,0.1167,0.0301,0.0281
ENSG00000198106.8,AC025279.1,lncRNA,2,2,0,0.0403,0.0104,0.0097
ENSG00000198221.10,AFDN-DT,lncRNA,239,220,183,5.5699,1.4374,1.3427
ENSG00000198358.4,AL354714.1,lncRNA,1,1,0,0.0454,0.0117,0.0109
ENSG00000198454.2,LINC02692,lncRNA,1,1,0,0.0992,0.0256,0.0239
ENSG00000198468.9,FLVCR1-DT,lncRNA,153,87,73,3.4747,0.8967,0.8376
ENSG00000198491.3,AC007920.1,lncRNA,2,3,7,0.0725,0.0187,0.0175
ENSG00000198496.12,NBR2,lncRNA,441,230,212,14.0304,3.6207,3.3823
ENSG00000198590.12,C3orf35,lncRNA,44,20,24,0.476,0.1228,0.1147
ENSG00000198671.3,AC135895.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000198685.4,LINC01565,lncRNA,0,1,0,0.0,0.0,0.0
ENSG00000198711.5,SSBP3-AS1,lncRNA,45,23,22,1.663,0.4292,0.4009
